DateOfBirth,02-1914,0,2,1914,1900-01-01,2023-04-11
DateOfBirth,03-1914,0,3,1914,1900-01-01,2023-04-11
DateOfBirth,04-1914,0,4,1914,1900-01-01,2023-04-11
DateOfBirth,05-1914,0,5,1914,1900-01-01,2023-04-11
DateOfBirth,06-1914,0,6,1914,1900-01-01,2023-04-11
DateOfBirth,07-1914,0,7,1914,1900-01-01,2023-04-11
DateOfBirth,08-1914,0,8,1914,1900-01-01,2023-04-11
DateOfBirth,09-1914,0,9,1914,1900-01-01,2023-04-11
DateOfBirth,10-1914,0,10,1914,1900-01-01,2023-04-11
DateOfBirth,11-1914,0,11,1914,1900-01-01,2023-04-11
DateOfBirth,12-1914,0,12,1914,1900-01-01,2023-04-11
DateOfBirth,01-1915,0,1,1915,1900-01-01,2023-04-11
DateOfBirth,02-1915,0,2,1915,1900-01-01,2023-04-11
DateOfBirth,03-1915,0,3,1915,1900-01-01,2023-04-11
DateOfBirth,04-1915,0,4,1915,1900-01-01,2023-04-11
DateOfBirth,05-1915,0,5,1915,1900-01-01,2023-04-11
DateOfBirth,06-1915,0,6,1915,1900-01-01,2023-04-11
DateOfBirth,07-1915,0,7,1915,1900-01-01,2023-04-11
DateOfBirth,08-1915,0,8,1915,1900-01-01,2023-04-11
DateOfBirth,09-1915,0,9,1915,1900-01-01,2023-04-11
DateOfBirth,10-1915,0,10,1915,1900-01-01,2023-04-11
DateOfBirth,11-1915,0,11,1915,1900-01-01,2023-04-11
DateOfBirth,12-1915,0,12,1915,1900-01-01,2023-04-11
DateOfBirth,01-1916,0,1,1916,1900-01-01,2023-04-11
DateOfBirth,02-1916,0,2,1916,1900-01-01,2023-04-11
DateOfBirth,03-1916,0,3,1916,1900-01-01,2023-04-11
DateOfBirth,04-1916,0,4,1916,1900-01-01,2023-04-11
DateOfBirth,05-1916,0,5,1916,1900-01-01,2023-04-11
DateOfBirth,06-1916,0,6,1916,1900-01-01,2023-04-11
DateOfBirth,07-1916,0,7,1916,1900-01-01,2023-04-11
DateOfBirth,08-1916,0,8,1916,1900-01-01,2023-04-11
DateOfBirth,09-1916,0,9,1916,1900-01-01,2023-04-11
DateOfBirth,10-1916,0,10,1916,1900-01-01,2023-04-11
DateOfBirth,11-1916,0,11,1916,1900-01-01,2023-04-11
DateOfBirth,12-1916,0,12,1916,1900-01-01,2023-04-11
DateOfBirth,01-1917,0,1,1917,1900-01-01,2023-04-11
DateOfBirth,02-1917,0,2,1917,1900-01-01,2023-04-11
DateOfBirth,03-1917,0,3,1917,1900-01-01,2023-04-11
